Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
903,1,2013-08-19,11562,773,1,0,0,1
266,2,2013-08-20,4797,598,1,0,0,1
102,2,2013-08-20,4128,762,1,0,0,1
1046,2,2013-08-20,5825,549,1,0,0,1
793,2,2013-08-20,2836,319,1,0,0,1
903,2,2013-08-20,10231,743,1,0,0,1
266,3,2013-08-21,4263,561,1,0,0,1
102,3,2013-08-21,3706,667,1,0,0,1
1046,3,2013-08-21,6283,582,1,0,0,1
793,3,2013-08-21,3016,343,1,0,0,1
903,3,2013-08-21,8647,654,1,0,0,1
266,4,2013-08-22,4533,614,1,0,0,1
102,4,2013-08-22,3980,714,1,0,0,1
1046,4,2013-08-22,6252,562,1,0,0,1
793,4,2013-08-22,3023,290,1,0,0,1
903,4,2013-08-22,10154,715,1,0,0,1
266,5,2013-08-23,4232,528,1,0,0,1
102,5,2013-08-23,3972,716,1,0,0,1
1046,5,2013-08-23,7210,651,1,0,0,1
793,5,2013-08-23,3356,371,1,0,0,1
903,5,2013-08-23,10523,798,1,0,0,1
266,6,2013-08-24,2480,294,1,0,0,0
102,6,2013-08-24,4242,706,1,0,0,0
1046,6,2013-08-24,5448,499,1,0,0,0
793,6,2013-08-24,3221,370,1,0,0,0
903,6,2013-08-24,9529,736,1,0,0,0
266,7,2013-08-25,0,0,0,0,0,0
102,7,2013-08-25,0,0,0,0,0,0
1046,7,2013-08-25,0,0,0,0,0,0
793,7,2013-08-25,0,0,0,0,0,0
903,7,2013-08-25,0,0,0,0,0,0
266,1,2013-08-26,8790,806,1,1,0,0
102,1,2013-08-26,9264,1348,1,1,0,1
1046,1,2013-08-26,12081,881,1,1,0,1
793,1,2013-08-26,8713,710,1,1,0,1
903,1,2013-08-26,14399,1000,1,1,0,1
266,2,2013-08-27,7233,749,1,1,0,0
102,2,2013-08-27,6813,1090,1,1,0,1
1046,2,2013-08-27,9830,743,1,1,0,1
793,2,2013-08-27,5733,502,1,1,0,1
903,2,2013-08-27,11125,782,1,1,0,1
266,3,2013-08-28,6256,666,1,1,0,0
102,3,2013-08-28,6465,1025,1,1,0,1
1046,3,2013-08-28,10462,758,1,1,0,1
793,3,2013-08-28,5028,452,1,1,0,1
903,3,2013-08-28,12157,822,1,1,0,1
266,4,2013-08-29,6156,735,1,1,0,0
102,4,2013-08-29,6972,1072,1,1,0,1
1046,4,2013-08-29,9334,747,1,1,0,0
793,4,2013-08-29,5286,472,1,1,0,1
903,4,2013-08-29,10942,786,1,1,0,1
266,5,2013-08-30,5963,628,1,1,0,0
102,5,2013-08-30,10777,1446,1,1,0,1
1046,5,2013-08-30,12091,936,1,1,0,0
793,5,2013-08-30,6451,564,1,1,0,1
903,5,2013-08-30,12831,855,1,1,0,1
266,6,2013-08-31,3259,341,1,0,0,0
102,6,2013-08-31,6454,1006,1,0,0,0
1046,6,2013-08-31,6301,568,1,0,0,0
793,6,2013-08-31,4613,445,1,0,0,0
903,6,2013-08-31,10059,757,1,0,0,0
266,7,2013-09-01,0,0,0,0,0,0
102,7,2013-09-01,0,0,0,0,0,0
1046,7,2013-09-01,0,0,0,0,0,0
793,7,2013-09-01,0,0,0,0,0,0
903,7,2013-09-01,0,0,0,0,0,0
266,1,2013-09-02,3938,511,1,0,0,0
102,1,2013-09-02,7177,1171,1,0,0,1
1046,1,2013-09-02,7151,669,1,0,0,0
793,1,2013-09-02,4117,408,1,0,0,1
903,1,2013-09-02,11627,823,1,0,0,1
266,2,2013-09-03,3794,523,1,0,0,0
102,2,2013-09-03,5845,1089,1,0,0,1
1046,2,2013-09-03,6398,575,1,0,0,0
793,2,2013-09-03,3230,377,1,0,0,1
903,2,2013-09-03,8327,632,1,0,0,1
266,3,2013-09-04,3955,526,1,0,0,0
102,3,2013-09-04,5276,941,1,0,0,0
1046,3,2013-09-04,6507,566,1,0,0,0
793,3,2013-09-04,2810,313,1,0,0,0
903,3,2013-09-04,8318,630,1,0,0,1
266,4,2013-09-05,4237,573,1,0,0,0
102,4,2013-09-05,3736,777,1,0,0,0
1046,4,2013-09-05,6576,569,1,0,0,0
793,4,2013-09-05,3247,340,1,0,0,0
903,4,2013-09-05,8600,666,1,0,0,1
266,5,2013-09-06,4322,550,1,0,0,0
102,5,2013-09-06,3945,739,1,0,0,0
1046,5,2013-09-06,7477,645,1,0,0,0
793,5,2013-09-06,3240,355,1,0,0,0
903,5,2013-09-06,10445,756,1,0,0,1
266,6,2013-09-07,3844,583,1,0,0,0
102,6,2013-09-07,5564,906,1,0,0,0
1046,6,2013-09-07,5745,525,1,0,0,0
793,6,2013-09-07,3770,423,1,0,0,0
903,6,2013-09-07,9706,725,1,0,0,0
266,7,2013-09-08,0,0,0,0,0,0
102,7,2013-09-08,0,0,0,0,0,0
1046,7,2013-09-08,0,0,0,0,0,0
793,7,2013-09-08,0,0,0,0,0,0
903,7,2013-09-08,0,0,0,0,0,0
266,1,2013-09-09,6656,641,1,1,0,0
102,1,2013-09-09,12074,1636,1,1,0,0
1046,1,2013-09-09,13005,925,1,1,0,0
793,1,2013-09-09,10098,803,1,1,0,0
903,1,2013-09-09,15787,1011,1,1,0,1
266,2,2013-09-10,6403,746,1,1,0,0
102,2,2013-09-10,8309,1129,1,1,0,0
1046,2,2013-09-10,11193,798,1,1,0,0
793,2,2013-09-10,6141,499,1,1,0,0
903,2,2013-09-10,11337,799,1,1,0,1
266,3,2013-09-11,6806,651,1,1,0,0
102,3,2013-09-11,7543,1166,1,1,0,0
1046,3,2013-09-11,10046,714,1,1,0,0
793,3,2013-09-11,5951,513,1,1,0,0
903,3,2013-09-11,12746,881,1,1,0,1
266,4,2013-09-12,6497,707,1,1,0,0
102,4,2013-09-12,7803,1262,1,1,0,0
1046,4,2013-09-12,9139,725,1,1,0,0
793,4,2013-09-12,4918,487,1,1,0,0
903,4,2013-09-12,13553,974,1,1,0,0
266,5,2013-09-13,6174,629,1,1,0,0
102,5,2013-09-13,7668,1181,1,1,0,0
1046,5,2013-09-13,9310,755,1,1,0,0
793,5,2013-09-13,5678,536,1,1,0,0
903,5,2013-09-13,14166,1011,1,1,0,0
266,6,2013-09-14,2500,290,1,0,0,0
102,6,2013-09-14,4790,882,1,0,0,0
1046,6,2013-09-14,5579,500,1,0,0,0
793,6,2013-09-14,4302,460,1,0,0,0
903,6,2013-09-14,12223,941,1,0,0,0
266,7,2013-09-15,0,0,0,0,0,0
102,7,2013-09-15,0,0,0,0,0,0
1046,7,2013-09-15,0,0,0,0,0,0
793,7,2013-09-15,0,0,0,0,0,0
903,7,2013-09-15,0,0,0,0,0,0
266,1,2013-09-16,4558,560,1,0,0,0
102,1,2013-09-16,4876,806,1,0,0,0
1046,1,2013-09-16,6053,559,1,0,0,0
793,1,2013-09-16,3357,389,1,0,0,0
903,1,2013-09-16,10778,831,1,0,0,0
266,2,2013-09-17,4493,603,1,0,0,0
102,2,2013-09-17,4715,852,1,0,0,0
1046,2,2013-09-17,6357,560,1,0,0,0
793,2,2013-09-17,3044,335,1,0,0,0
903,2,2013-09-17,9576,753,1,0,0,0
266,3,2013-09-18,3838,487,1,0,0,0
102,3,2013-09-18,4008,768,1,0,0,0
1046,3,2013-09-18,6093,513,1,0,0,0
793,3,2013-09-18,2847,315,1,0,0,0
903,3,2013-09-18,8715,707,1,0,0,0
266,4,2013-09-19,4014,525,1,0,0,0
102,4,2013-09-19,4104,736,1,0,0,0
1046,4,2013-09-19,6477,579,1,0,0,0
793,4,2013-09-19,3064,372,1,0,0,0
903,4,2013-09-19,10144,785,1,0,0,0
266,5,2013-09-20,4304,519,1,0,0,0
102,5,2013-09-20,4415,787,1,0,0,0
1046,5,2013-09-20,6864,660,1,0,0,0
793,5,2013-09-20,3608,386,1,0,0,0
903,5,2013-09-20,10737,834,1,0,0,0
266,6,2013-09-21,2491,281,1,0,0,0
102,6,2013-09-21,5120,884,1,0,0,0
1046,6,2013-09-21,5907,561,1,0,0,0
793,6,2013-09-21,3948,410,1,0,0,0
903,6,2013-09-21,11100,871,1,0,0,0
266,7,2013-09-22,0,0,0,0,0,0
102,7,2013-09-22,0,0,0,0,0,0
1046,7,2013-09-22,0,0,0,0,0,0
793,7,2013-09-22,0,0,0,0,0,0
903,7,2013-09-22,0,0,0,0,0,0
266,1,2013-09-23,6591,695,1,1,0,0
102,1,2013-09-23,9137,1282,1,1,0,0
1046,1,2013-09-23,10601,823,1,1,0,0
793,1,2013-09-23,7966,664,1,1,0,0
903,1,2013-09-23,12226,861,1,1,0,0
266,2,2013-09-24,6598,711,1,1,0,0
102,2,2013-09-24,7391,1100,1,1,0,0
1046,2,2013-09-24,8743,668,1,1,0,0
793,2,2013-09-24,4736,453,1,1,0,0
903,2,2013-09-24,10064,712,1,1,0,0
266,3,2013-09-25,5318,582,1,1,0,0
102,3,2013-09-25,6318,1007,1,1,0,0
1046,3,2013-09-25,8242,641,1,1,0,0
793,3,2013-09-25,4812,444,1,1,0,0
903,3,2013-09-25,9417,716,1,1,0,0
266,4,2013-09-26,5328,577,1,1,0,0
102,4,2013-09-26,6603,1069,1,1,0,0
1046,4,2013-09-26,7935,653,1,1,0,0
793,4,2013-09-26,4700,455,1,1,0,0
903,4,2013-09-26,11869,796,1,1,0,0
266,5,2013-09-27,5582,609,1,1,0,0
102,5,2013-09-27,6109,1027,1,1,0,0
1046,5,2013-09-27,9859,786,1,1,0,0
793,5,2013-09-27,4739,458,1,1,0,0
903,5,2013-09-27,13319,925,1,1,0,0
266,6,2013-09-28,2490,295,1,0,0,0
102,6,2013-09-28,5664,941,1,0,0,0
1046,6,2013-09-28,6664,555,1,0,0,0
793,6,2013-09-28,3892,382,1,0,0,0
903,6,2013-09-28,12058,888,1,0,0,0
266,7,2013-09-29,0,0,0,0,0,0
102,7,2013-09-29,0,0,0,0,0,0
1046,7,2013-09-29,0,0,0,0,0,0
793,7,2013-09-29,0,0,0,0,0,0
903,7,2013-09-29,0,0,0,0,0,0
266,1,2013-09-30,5128,611,1,0,0,0
102,1,2013-09-30,7778,1155,1,0,0,0
1046,1,2013-09-30,7944,675,1,0,0,0
793,1,2013-09-30,4132,437,1,0,0,0
903,1,2013-09-30,10898,848,1,0,0,0
266,2,2013-10-01,4491,558,1,0,0,0
102,2,2013-10-01,6676,1049,1,0,0,0
1046,2,2013-10-01,7078,601,1,0,0,0
793,2,2013-10-01,3797,360,1,0,0,0
903,2,2013-10-01,9788,739,1,0,0,0
266,3,2013-10-02,4447,538,1,0,0,0
102,3,2013-10-02,5983,1064,1,0,0,0
1046,3,2013-10-02,7612,673,1,0,0,0
793,3,2013-10-02,4075,451,1,0,0,0
903,3,2013-10-02,11527,882,1,0,0,0
266,4,2013-10-03,0,0,0,0,a,0
102,4,2013-10-03,4959,870,1,0,a,0
1046,4,2013-10-03,0,0,0,0,a,0
793,4,2013-10-03,0,0,0,0,a,0
903,4,2013-10-03,0,0,0,0,a,0
266,5,2013-10-04,4080,537,1,0,0,0
102,5,2013-10-04,6171,1040,1,0,0,0
1046,5,2013-10-04,9327,811,1,0,0,0
793,5,2013-10-04,4430,489,1,0,0,0
903,5,2013-10-04,12903,917,1,0,0,0
266,6,2013-10-05,2206,281,1,0,0,0
102,6,2013-10-05,5775,1002,1,0,0,0
1046,6,2013-10-05,5878,517,1,0,0,0
793,6,2013-10-05,3809,428,1,0,0,0
903,6,2013-10-05,11247,854,1,0,0,0
266,7,2013-10-06,0,0,0,0,0,0
102,7,2013-10-06,0,0,0,0,0,0
1046,7,2013-10-06,0,0,0,0,0,0
793,7,2013-10-06,0,0,0,0,0,0
903,7,2013-10-06,0,0,0,0,0,0
266,1,2013-10-07,5784,659,1,1,0,0
102,1,2013-10-07,11219,1492,1,1,0,0
1046,1,2013-10-07,13596,964,1,1,0,0
793,1,2013-10-07,8508,700,1,1,0,0
903,1,2013-10-07,14025,936,1,1,0,0
266,2,2013-10-08,5193,603,1,1,0,0
102,2,2013-10-08,8592,1273,1,1,0,0
1046,2,2013-10-08,9818,759,1,1,0,0
793,2,2013-10-08,5909,533,1,1,0,0
903,2,2013-10-08,11422,766,1,1,0,0
266,3,2013-10-09,4581,547,1,1,0,0
102,3,2013-10-09,6692,1028,1,1,0,0
1046,3,2013-10-09,9610,736,1,1,0,0
793,3,2013-10-09,5757,493,1,1,0,0
903,3,2013-10-09,11508,753,1,1,0,0
266,4,2013-10-10,3748,464,1,1,0,0
102,4,2013-10-10,7692,1146,1,1,0,0
1046,4,2013-10-10,9180,672,1,1,0,0
793,4,2013-10-10,5195,476,1,1,0,0
903,4,2013-10-10,10892,717,1,1,0,0
266,5,2013-10-11,4342,448,1,1,0,0
102,5,2013-10-11,6451,975,1,1,0,0
1046,5,2013-10-11,9608,750,1,1,0,0
793,5,2013-10-11,5975,508,1,1,0,0
903,5,2013-10-11,13128,903,1,1,0,0
266,6,2013-10-12,2128,274,1,0,0,0
102,6,2013-10-12,5874,997,1,0,0,0
1046,6,2013-10-12,6786,583,1,0,0,0
793,6,2013-10-12,4370,485,1,0,0,0
903,6,2013-10-12,11584,905,1,0,0,0
266,7,2013-10-13,0,0,0,0,0,0
102,7,2013-10-13,0,0,0,0,0,0
1046,7,2013-10-13,0,0,0,0,0,0
793,7,2013-10-13,0,0,0,0,0,0
903,7,2013-10-13,0,0,0,0,0,0
266,1,2013-10-14,4242,605,1,0,0,0
102,1,2013-10-14,6036,973,1,0,0,0
1046,1,2013-10-14,6375,576,1,0,0,0
793,1,2013-10-14,2928,352,1,0,0,0
903,1,2013-10-14,9367,711,1,0,0,0
266,2,2013-10-15,3563,523,1,0,0,0
102,2,2013-10-15,4031,688,1,0,0,0
1046,2,2013-10-15,6403,564,1,0,0,0
793,2,2013-10-15,2918,331,1,0,0,0
903,2,2013-10-15,7882,617,1,0,0,0
266,3,2013-10-16,3382,474,1,0,0,0
102,3,2013-10-16,4286,785,1,0,0,0
1046,3,2013-10-16,6744,550,1,0,0,0
793,3,2013-10-16,3359,376,1,0,0,0
903,3,2013-10-16,9499,710,1,0,0,0
266,4,2013-10-17,3987,521,1,0,0,0
102,4,2013-10-17,4663,769,1,0,0,0
1046,4,2013-10-17,6310,571,1,0,0,0
793,4,2013-10-17,3042,344,1,0,0,0
903,4,2013-10-17,9141,667,1,0,0,0
266,5,2013-10-18,3287,453,1,0,0,0
102,5,2013-10-18,4237,791,1,0,0,0
1046,5,2013-10-18,6925,611,1,0,0,0
793,5,2013-10-18,2809,351,1,0,0,0
903,5,2013-10-18,10149,720,1,0,0,0
266,6,2013-10-19,2174,286,1,0,0,0
102,6,2013-10-19,4873,879,1,0,0,0
1046,6,2013-10-19,5596,514,1,0,0,0
793,6,2013-10-19,3476,377,1,0,0,0
903,6,2013-10-19,10258,759,1,0,0,0
266,7,2013-10-20,0,0,0,0,0,0
102,7,2013-10-20,0,0,0,0,0,0
1046,7,2013-10-20,0,0,0,0,0,0
793,7,2013-10-20,0,0,0,0,0,0
903,7,2013-10-20,0,0,0,0,0,0
266,1,2013-10-21,5359,658,1,1,0,1
102,1,2013-10-21,10066,1461,1,1,0,1
1046,1,2013-10-21,11852,885,1,1,0,1
793,1,2013-10-21,7279,600,1,1,0,1
903,1,2013-10-21,11243,824,1,1,0,0
266,2,2013-10-22,5307,652,1,1,0,1
102,2,2013-10-22,8454,1240,1,1,0,1
1046,2,2013-10-22,7792,609,1,1,0,1
793,2,2013-10-22,4295,421,1,1,0,1
903,2,2013-10-22,10923,784,1,1,0,0
266,3,2013-10-23,4380,565,1,1,0,1
102,3,2013-10-23,6190,998,1,1,0,1
1046,3,2013-10-23,8702,651,1,1,0,1
793,3,2013-10-23,4287,414,1,1,0,1
903,3,2013-10-23,11715,808,1,1,0,0
266,4,2013-10-24,4435,555,1,1,0,1
102,4,2013-10-24,6463,1065,1,1,0,1
1046,4,2013-10-24,8588,695,1,1,0,1
793,4,2013-10-24,3877,412,1,1,0,1
903,4,2013-10-24,10506,725,1,1,0,0
266,5,2013-10-25,4337,516,1,1,0,1
102,5,2013-10-25,6062,1011,1,1,0,1
1046,5,2013-10-25,8896,747,1,1,0,1
793,5,2013-10-25,4853,455,1,1,0,1
903,5,2013-10-25,11698,834,1,1,0,0
266,6,2013-10-26,2055,281,1,0,0,0
102,6,2013-10-26,4751,820,1,0,0,0
1046,6,2013-10-26,5567,495,1,0,0,0
793,6,2013-10-26,2821,374,1,0,0,0
903,6,2013-10-26,10881,807,1,0,0,0
266,7,2013-10-27,0,0,0,0,0,0
102,7,2013-10-27,0,0,0,0,0,0
1046,7,2013-10-27,0,0,0,0,0,0
793,7,2013-10-27,0,0,0,0,0,0
903,7,2013-10-27,0,0,0,0,0,0
266,1,2013-10-28,3875,582,1,0,0,1
102,1,2013-10-28,4132,767,1,0,0,1
1046,1,2013-10-28,6395,537,1,0,0,0
793,1,2013-10-28,3398,364,1,0,0,1
903,1,2013-10-28,9817,770,1,0,0,1
266,2,2013-10-29,4297,592,1,0,0,1
102,2,2013-10-29,4290,819,1,0,0,1
1046,2,2013-10-29,6350,557,1,0,0,0
793,2,2013-10-29,3074,337,1,0,0,1
903,2,2013-10-29,9754,704,1,0,0,1
266,3,2013-10-30,4357,587,1,0,0,1
102,3,2013-10-30,6076,964,1,0,0,1
1046,3,2013-10-30,7881,703,1,0,0,0
793,3,2013-10-30,3598,364,1,0,0,1
903,3,2013-10-30,10859,819,1,0,0,1
266,4,2013-10-31,0,0,0,0,a,1
102,4,2013-10-31,7617,1220,1,0,0,1
1046,4,2013-10-31,0,0,0,0,a,0
793,4,2013-10-31,4892,540,1,0,0,1
903,4,2013-10-31,12356,933,1,0,0,1
266,5,2013-11-01,4520,592,1,0,0,1
102,5,2013-11-01,0,0,0,0,a,1
1046,5,2013-11-01,10547,848,1,0,0,0
793,5,2013-11-01,0,0,0,0,a,1
903,5,2013-11-01,0,0,0,0,a,0
266,6,2013-11-02,2084,253,1,0,0,0
102,6,2013-11-02,7284,1179,1,0,0,0
1046,6,2013-11-02,6769,565,1,0,0,0
793,6,2013-11-02,6115,633,1,0,0,0
903,6,2013-11-02,15353,1097,1,0,0,0
266,7,2013-11-03,0,0,0,0,0,0
102,7,2013-11-03,0,0,0,0,0,0
1046,7,2013-11-03,0,0,0,0,0,0
793,7,2013-11-03,0,0,0,0,0,0
903,7,2013-11-03,0,0,0,0,0,0
266,1,2013-11-04,5632,650,1,1,0,0
102,1,2013-11-04,9064,1204,1,1,0,0
1046,1,2013-11-04,13824,946,1,1,0,0
793,1,2013-11-04,7803,680,1,1,0,0
903,1,2013-11-04,15152,959,1,1,0,0
266,2,2013-11-05,5414,664,1,1,0,0
102,2,2013-11-05,8757,1254,1,1,0,0
1046,2,2013-11-05,9907,742,1,1,0,0
793,2,2013-11-05,6900,535,1,1,0,0
903,2,2013-11-05,12439,859,1,1,0,0
266,3,2013-11-06,5215,586,1,1,0,0
102,3,2013-11-06,7400,1067,1,1,0,0
1046,3,2013-11-06,9133,670,1,1,0,0
793,3,2013-11-06,3177,314,1,1,0,0
903,3,2013-11-06,13276,813,1,1,0,0
266,4,2013-11-07,5142,626,1,1,0,0
102,4,2013-11-07,5772,912,1,1,0,0
1046,4,2013-11-07,9031,707,1,1,0,0
793,4,2013-11-07,1262,169,1,1,0,0
903,4,2013-11-07,11407,764,1,1,0,0
266,5,2013-11-08,4688,511,1,1,0,0
102,5,2013-11-08,7378,1100,1,1,0,0
1046,5,2013-11-08,10804,791,1,1,0,0
793,5,2013-11-08,3116,348,1,1,0,0
903,5,2013-11-08,12617,860,1,1,0,0
266,6,2013-11-09,2374,294,1,0,0,0
102,6,2013-11-09,6131,1010,1,0,0,0
1046,6,2013-11-09,6950,587,1,0,0,0
793,6,2013-11-09,1745,224,1,0,0,0
903,6,2013-11-09,13989,1007,1,0,0,0
266,7,2013-11-10,0,0,0,0,0,0
102,7,2013-11-10,0,0,0,0,0,0
1046,7,2013-11-10,0,0,0,0,0,0
793,7,2013-11-10,0,0,0,0,0,0
903,7,2013-11-10,0,0,0,0,0,0
266,1,2013-11-11,3703,515,1,0,0,0
102,1,2013-11-11,5054,905,1,0,0,0
1046,1,2013-11-11,6457,568,1,0,0,0
793,1,2013-11-11,4339,420,1,0,0,0
903,1,2013-11-11,10614,787,1,0,0,0
266,2,2013-11-12,3944,547,1,0,0,0
102,2,2013-11-12,4267,787,1,0,0,0
1046,2,2013-11-12,7158,566,1,0,0,0
793,2,2013-11-12,3434,345,1,0,0,0
903,2,2013-11-12,9337,672,1,0,0,0
266,3,2013-11-13,3997,550,1,0,0,0
102,3,2013-11-13,5056,860,1,0,0,0
1046,3,2013-11-13,6286,528,1,0,0,0
793,3,2013-11-13,3178,383,1,0,0,0
903,3,2013-11-13,9165,669,1,0,0,0
266,4,2013-11-14,3572,509,1,0,0,0
102,4,2013-11-14,4493,777,1,0,0,0
1046,4,2013-11-14,6861,582,1,0,0,0
793,4,2013-11-14,3419,362,1,0,0,0
903,4,2013-11-14,9666,740,1,0,0,0
266,5,2013-11-15,3695,475,1,0,0,0
102,5,2013-11-15,4868,815,1,0,0,0
1046,5,2013-11-15,7732,635,1,0,0,0
793,5,2013-11-15,4190,432,1,0,0,0
903,5,2013-11-15,11046,784,1,0,0,0
266,6,2013-11-16,2429,298,1,0,0,0
102,6,2013-11-16,6103,973,1,0,0,0
1046,6,2013-11-16,7167,606,1,0,0,0
793,6,2013-11-16,4719,491,1,0,0,0
903,6,2013-11-16,13005,904,1,0,0,0
266,7,2013-11-17,0,0,0,0,0,0
102,7,2013-11-17,0,0,0,0,0,0
1046,7,2013-11-17,0,0,0,0,0,0
793,7,2013-11-17,0,0,0,0,0,0
903,7,2013-11-17,0,0,0,0,0,0
266,1,2013-11-18,6368,688,1,1,0,0
102,1,2013-11-18,9386,1345,1,1,0,0
1046,1,2013-11-18,13948,989,1,1,0,0
793,1,2013-11-18,7359,606,1,1,0,0
903,1,2013-11-18,12900,901,1,1,0,0
266,2,2013-11-19,5752,684,1,1,0,0
102,2,2013-11-19,7899,1184,1,1,0,0
1046,2,2013-11-19,10915,787,1,1,0,0
793,2,2013-11-19,4983,447,1,1,0,0
903,2,2013-11-19,12140,779,1,1,0,0
266,3,2013-11-20,0,0,0,1,a,0
102,3,2013-11-20,6992,1113,1,1,0,0
1046,3,2013-11-20,8969,637,1,1,0,0
793,3,2013-11-20,4171,397,1,1,0,0
903,3,2013-11-20,11315,776,1,1,0,0
266,4,2013-11-21,5846,678,1,1,0,0
102,4,2013-11-21,7082,1043,1,1,0,0
1046,4,2013-11-21,9238,702,1,1,0,0
793,4,2013-11-21,4525,441,1,1,0,0
903,4,2013-11-21,11567,812,1,1,0,0
266,5,2013-11-22,4675,556,1,1,0,0
102,5,2013-11-22,7076,1017,1,1,0,0
1046,5,2013-11-22,9881,715,1,1,0,0
793,5,2013-11-22,4789,437,1,1,0,0
903,5,2013-11-22,12845,880,1,1,0,0
266,6,2013-11-23,2887,310,1,0,0,0
102,6,2013-11-23,5824,973,1,0,0,0
1046,6,2013-11-23,6944,579,1,0,0,0
793,6,2013-11-23,4704,432,1,0,0,0
903,6,2013-11-23,13075,941,1,0,0,0
266,7,2013-11-24,0,0,0,0,0,0
102,7,2013-11-24,0,0,0,0,0,0
1046,7,2013-11-24,0,0,0,0,0,0
793,7,2013-11-24,0,0,0,0,0,0
903,7,2013-11-24,0,0,0,0,0,0
266,1,2013-11-25,4366,578,1,0,0,0
102,1,2013-11-25,5387,926,1,0,0,0
1046,1,2013-11-25,8515,615,1,0,0,0
793,1,2013-11-25,2972,316,1,0,0,0
903,1,2013-11-25,10193,749,1,0,0,0
266,2,2013-11-26,4963,571,1,0,0,0
102,2,2013-11-26,4903,859,1,0,0,0
1046,2,2013-11-26,7426,552,1,0,0,0
793,2,2013-11-26,3029,318,1,0,0,0
903,2,2013-11-26,9401,691,1,0,0,0
266,3,2013-11-27,4450,547,1,0,0,0
102,3,2013-11-27,4494,812,1,0,0,0
1046,3,2013-11-27,7006,529,1,0,0,0
793,3,2013-11-27,3215,330,1,0,0,0
903,3,2013-11-27,10700,737,1,0,0,0
266,4,2013-11-28,4981,591,1,0,0,0
102,4,2013-11-28,4765,799,1,0,0,0
1046,4,2013-11-28,8736,646,1,0,0,0
793,4,2013-11-28,3415,375,1,0,0,0
903,4,2013-11-28,11369,764,1,0,0,0
266,5,2013-11-29,4815,609,1,0,0,0
102,5,2013-11-29,7782,1131,1,0,0,0
1046,5,2013-11-29,10156,748,1,0,0,0
793,5,2013-11-29,4997,463,1,0,0,0
903,5,2013-11-29,14057,950,1,0,0,0
266,6,2013-11-30,3447,400,1,0,0,0
102,6,2013-11-30,8194,1177,1,0,0,0
1046,6,2013-11-30,8203,602,1,0,0,0
793,6,2013-11-30,5146,551,1,0,0,0
903,6,2013-11-30,14828,1016,1,0,0,0
266,7,2013-12-01,0,0,0,0,0,0
102,7,2013-12-01,0,0,0,0,0,0
1046,7,2013-12-01,0,0,0,0,0,0
793,7,2013-12-01,0,0,0,0,0,0
903,7,2013-12-01,0,0,0,0,0,0
266,1,2013-12-02,7001,823,1,1,0,0
102,1,2013-12-02,12918,1619,1,1,0,0
1046,1,2013-12-02,15927,996,1,1,0,0
793,1,2013-12-02,9142,771,1,1,0,0
903,1,2013-12-02,15626,995,1,1,0,0
266,2,2013-12-03,7208,812,1,1,0,0
102,2,2013-12-03,10734,1431,1,1,0,0
1046,2,2013-12-03,12539,836,1,1,0,0
793,2,2013-12-03,6728,566,1,1,0,0
903,2,2013-12-03,13888,869,1,1,0,0
266,3,2013-12-04,6016,653,1,1,0,0
102,3,2013-12-04,9557,1304,1,1,0,0
1046,3,2013-12-04,11937,780,1,1,0,0
793,3,2013-12-04,5780,478,1,1,0,0
903,3,2013-12-04,14406,887,1,1,0,0
266,4,2013-12-05,7517,847,1,1,0,0
102,4,2013-12-05,7921,1098,1,1,0,0
1046,4,2013-12-05,13156,889,1,1,0,0
793,4,2013-12-05,5242,448,1,1,0,0
903,4,2013-12-05,14308,953,1,1,0,0
266,5,2013-12-06,4268,507,1,1,0,0
102,5,2013-12-06,8010,1116,1,1,0,0
1046,5,2013-12-06,9226,708,1,1,0,0
793,5,2013-12-06,5085,469,1,1,0,0
903,5,2013-12-06,12931,864,1,1,0,0
266,6,2013-12-07,3306,449,1,0,0,0
102,6,2013-12-07,6985,1041,1,0,0,0
1046,6,2013-12-07,7024,578,1,0,0,0
793,6,2013-12-07,4584,494,1,0,0,0
903,6,2013-12-07,13087,938,1,0,0,0
266,7,2013-12-08,0,0,0,0,0,0
102,7,2013-12-08,0,0,0,0,0,0
1046,7,2013-12-08,0,0,0,0,0,0
793,7,2013-12-08,0,0,0,0,0,0
903,7,2013-12-08,0,0,0,0,0,0
266,1,2013-12-09,4096,524,1,0,0,0
102,1,2013-12-09,6456,1086,1,0,0,0
1046,1,2013-12-09,8464,668,1,0,0,0
793,1,2013-12-09,4620,458,1,0,0,0
903,1,2013-12-09,12352,853,1,0,0,0
266,2,2013-12-10,5376,706,1,0,0,0
102,2,2013-12-10,6246,1024,1,0,0,0
1046,2,2013-12-10,8539,649,1,0,0,0
793,2,2013-12-10,3813,378,1,0,0,0
903,2,2013-12-10,11262,805,1,0,0,0
266,3,2013-12-11,5171,666,1,0,0,0
102,3,2013-12-11,6468,957,1,0,0,0
1046,3,2013-12-11,7842,615,1,0,0,0
793,3,2013-12-11,3930,390,1,0,0,0
903,3,2013-12-11,11791,780,1,0,0,0
266,4,2013-12-12,5246,708,1,0,0,0
102,4,2013-12-12,6367,984,1,0,0,0
1046,4,2013-12-12,8661,666,1,0,0,0
793,4,2013-12-12,3785,396,1,0,0,0
903,4,2013-12-12,11370,819,1,0,0,0
266,5,2013-12-13,4826,639,1,0,0,0
